Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1977,Intel Atom Z520PT,CPU,2009-03-02,45.0,2.0,26.0,47.0,1334.0,Intel,Intel,,,
1978,Intel Celeron G4900,CPU,2018-04-03,14.0,51.0,,,3100.0,Intel,Intel,,,
1979,Intel Pentium 4 2.26,CPU,2002-01-07,130.0,110.0,146.0,55.0,2261.0,Intel,Intel,,,
1980,Intel Celeron G530T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2000.0,Intel,Intel,,,
1981,Intel Core i5-11500T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,,,
1982,Intel Core i5-8600,CPU,2018-02-14,14.0,65.0,,,3100.0,Intel,Intel,,,
1983,AMD Phenom II X6 1065T,CPU,2010-12-07,45.0,125.0,346.0,904.0,2900.0,Unknown,AMD,,,
1984,Intel Core i5-5300U,CPU,2015-03-01,14.0,15.0,,,2300.0,Intel,Intel,,,
1985,Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,,,
1986,AMD Phenom II X2 550,CPU,2009-11-04,45.0,80.0,258.0,758.0,3100.0,Unknown,AMD,,,
1987,Intel Xeon X5550,CPU,2009-03-30,45.0,95.0,263.0,731.0,2666.0,Intel,Intel,,,
1988,Intel Core i7-930,CPU,2010-02-28,45.0,130.0,263.0,731.0,2800.0,Intel,Intel,,,
1989,Intel Pentium G870,CPU,2012-06-03,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,,,
1990,Intel Core i5-4440S,CPU,2013-09-01,22.0,65.0,177.0,1400.0,2800.0,Intel,Intel,,,
1991,Intel Xeon L5508,CPU,2009-03-30,45.0,38.0,263.0,731.0,2000.0,Intel,Intel,,,
1992,AMD Phenom II X4 955 (95W),CPU,2009-04-01,45.0,95.0,258.0,758.0,3200.0,Unknown,AMD,,,
1993,AMD Opteron X2 265 HE,CPU,2005-08-01,90.0,55.0,,233.0,1800.0,Unknown,AMD,,,
1994,AMD A8-3500M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1500.0,Unknown,AMD,,,
1995,Intel Pentium 4 HT 570,CPU,2004-06-21,90.0,115.0,109.0,125.0,3800.0,Intel,Intel,,,
1996,Intel Core i7-980X,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,
1997,AMD EPYC 7513,CPU,2021-03-15,7.0,200.0,,,2600.0,TSMC,AMD,,,
1998,AMD Ryzen Threadripper 2950X,CPU,2018-08-13,12.0,180.0,213.0,19200.0,3500.0,GF,AMD,,,
1999,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,,,3333.0,Intel,Intel,,,
2000,AMD A8-6600K,CPU,2013-06-01,32.0,100.0,246.0,1178.0,3900.0,Unknown,AMD,,,
2001,AMD A8-3800,CPU,2011-06-30,32.0,65.0,228.0,1178.0,2400.0,Unknown,AMD,,,
2002,AMD Athlon XP 3200+,CPU,2001-01-01,130.0,77.0,101.0,63.0,2200.0,Unknown,AMD,,,
2003,Intel Core i9-10900KF,CPU,2020-04-30,14.0,125.0,,,3700.0,Intel,Intel,,,
2004,AMD Athlon 64 2600+,CPU,2008-01-01,65.0,15.0,77.0,122.0,1600.0,Unknown,AMD,,,
2005,Intel Core i3-4360T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,3200.0,Intel,Intel,,,
2006,Intel Xeon W3690,CPU,2011-02-14,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel,,,
2007,Intel Xeon Platinum 8368,CPU,2021-04-06,10.0,270.0,,,2400.0,Intel,Intel,,,
2008,AMD Athlon 650,CPU,2000-06-05,180.0,38.0,120.0,37.0,650.0,Unknown,AMD,,,
2009,AMD Sempron 3100+,CPU,2004-07-28,130.0,62.0,144.0,63.0,1800.0,Unknown,AMD,,,
2010,AMD FX-6330,CPU,2015-12-15,32.0,125.0,315.0,1200.0,3600.0,Unknown,AMD,,,
2011,AMD Athlon 64 FX-53,CPU,2004-06-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,,,
2012,AMD Turion X2 Ultra ZM-86,CPU,2008-06-01,65.0,35.0,,,2400.0,Unknown,AMD,,,
2013,Intel Core 2 Extreme X9100,CPU,2008-07-01,45.0,44.0,107.0,,3067.0,Intel,Intel,,,
2014,Intel Xeon Gold 6338N,CPU,2021-04-06,10.0,185.0,,,2200.0,Intel,Intel,,,
2015,Intel Atom E645CT,CPU,2010-11-22,45.0,4.0,26.0,47.0,1000.0,Intel,Intel,,,
2016,Intel Core 2 Quad Q9400S,CPU,2009-01-18,45.0,65.0,82.0,456.0,2666.0,Intel,Intel,,,
2017,Intel Core i7-4910MQ,CPU,2014-01-20,22.0,47.0,177.0,1400.0,2900.0,Intel,Intel,,,
2018,Intel Atom N450,CPU,2009-12-21,45.0,6.0,66.0,123.0,1667.0,Intel,Intel,,,
2019,Intel Pentium G620T,CPU,2011-05-22,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,,,
2020,AMD Athlon X4 940,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,,,
2021,AMD Athlon XP 1700+,CPU,2001-10-09,180.0,64.0,150.0,37.0,1467.0,Unknown,AMD,,,
2022,AMD Opteron 254,CPU,2005-08-01,90.0,92.0,,106.0,2800.0,Unknown,AMD,,,
2023,Intel Xeon Silver 4310T,CPU,2021-04-06,10.0,105.0,,,2300.0,Intel,Intel,,,
2024,Intel Core i5-8350U,CPU,2017-08-21,14.0,15.0,123.0,,1700.0,Intel,Intel,,,
2025,Intel Xeon E3-1245,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3300.0,Intel,Intel,,,
2026,Intel Core i9-10990XE,CPU,NaT,14.0,380.0,,,4000.0,Intel,Intel,,,
2027,Intel Core i5-5287U,CPU,2015-03-01,14.0,28.0,,,2900.0,Intel,Intel,,,
2028,Intel Core 2 Solo ULV SU3300,CPU,2008-05-01,45.0,5.0,107.0,410.0,1200.0,Intel,Intel,,,
2029,AMD Sempron LE-1200,CPU,2007-08-01,65.0,45.0,,,2100.0,Unknown,AMD,,,
2030,Intel Core i5-8400H,CPU,2018-04-02,14.0,45.0,126.0,,2500.0,Intel,Intel,,,
2031,Intel Pentium 4 1.7,CPU,2001-08-27,180.0,64.0,217.0,42.0,1700.0,Intel,Intel,,,
2032,AMD FX-8120,CPU,2011-10-12,32.0,125.0,315.0,1200.0,3100.0,Unknown,AMD,,,
2033,AMD Ryzen 5 4500U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2300.0,TSMC,AMD,,,
2034,Intel Core i5-650,CPU,2010-01-07,32.0,73.0,81.0,382.0,3200.0,Intel,Intel,,,
2035,Intel Pentium 4-M 1.80,CPU,2002-04-23,130.0,30.0,131.0,55.0,1800.0,Intel,Intel,,,
2036,Intel Celeron G440,CPU,2011-09-04,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,,,
2037,Intel Core Duo T2300,CPU,2006-01-05,65.0,31.0,90.0,151.0,1660.0,Intel,Intel,,,
2038,Intel Xeon W3505,CPU,2009-03-30,45.0,130.0,263.0,731.0,2533.0,Intel,Intel,,,
2039,AMD A6-6400K,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3900.0,Unknown,AMD,,,
2040,Intel Xeon E3-1270,CPU,2011-04-03,32.0,80.0,216.0,1160.0,3400.0,Intel,Intel,,,
2041,AMD Athlon 64 FX-55,CPU,2004-10-10,130.0,104.0,193.0,105.0,2600.0,Unknown,AMD,,,
2042,AMD A4-3330MX,CPU,2011-12-20,32.0,45.0,228.0,1178.0,2200.0,Unknown,AMD,,,
2043,Intel Xeon Gold 6330,CPU,2021-04-06,10.0,205.0,,,2000.0,Intel,Intel,,,
2044,AMD Phenom II X4 955 BE,CPU,2009-04-23,45.0,125.0,258.0,758.0,3200.0,Unknown,AMD,,,
2045,AMD Opteron 142,CPU,2003-06-30,130.0,85.0,193.0,106.0,1600.0,Unknown,AMD,,,
2046,AMD Opteron 240,CPU,2003-04-22,130.0,85.0,193.0,106.0,1400.0,Unknown,AMD,,,
2047,AMD Sempron 2200+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1500.0,Unknown,AMD,,,
2048,Intel Core i5-3210M,CPU,2012-06-01,22.0,35.0,118.0,,2500.0,Intel,Intel,,,
2049,Intel Pentium B940,CPU,2011-06-19,32.0,35.0,131.0,504.0,2000.0,Intel,Intel,,,
2050,Intel Core i3-3220,CPU,2012-09-03,22.0,55.0,94.0,,3300.0,Intel,Intel,,,
2051,AMD EPYC 7282,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2800.0,TSMC,AMD,,,
2052,Intel Core i5-8550,CPU,2018-09-01,14.0,65.0,,,3000.0,Intel,Intel,,,
2053,AMD Athlon 64 X2 5200+,CPU,2007-10-08,65.0,65.0,126.0,154.0,2700.0,Unknown,AMD,,,
2054,AMD Athlon 64 4000+,CPU,2005-08-16,130.0,62.0,,105.0,2600.0,Unknown,AMD,,,
2055,Intel Pentium 4 HT EE 3.40,CPU,2004-02-02,130.0,110.0,237.0,178.0,3400.0,Intel,Intel,,,
2056,Intel Pentium U5400,CPU,2010-05-25,32.0,18.0,81.0,384.0,1200.0,Intel,Intel,,,
2057,Intel Pentium 4 2.66,CPU,2002-08-25,130.0,110.0,146.0,55.0,2660.0,Intel,Intel,,,
2058,AMD Ryzen 7 3800X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3900.0,TSMC,AMD,,,
2059,Intel Pentium 3805U,CPU,2015-03-01,14.0,15.0,,,1900.0,Intel,Intel,,,
2060,AMD Athlon 1000,CPU,2000-10-31,180.0,54.0,120.0,37.0,1000.0,Unknown,AMD,,,
2061,Intel Core i3-7320,CPU,2017-01-03,14.0,51.0,,,4100.0,Intel,Intel,,,
2062,Intel Pentium E5500,CPU,2010-04-18,45.0,65.0,82.0,228.0,2800.0,Intel,Intel,,,
2063,AMD EPYC 7663,CPU,2021-03-15,7.0,240.0,,,2000.0,TSMC,AMD,,,
2064,Intel Xeon 3.2,CPU,2005-02-14,90.0,135.0,169.0,178.0,3200.0,Intel,Intel,,,
2065,Intel Xeon E3-1275 v2,CPU,2012-05-14,22.0,77.0,160.0,1400.0,3500.0,Intel,Intel,,,
2066,AMD Athlon XP 2800+,CPU,2002-10-01,130.0,74.0,80.0,37.0,2250.0,Unknown,AMD,,,
2067,AMD Ryzen 7 PRO 1700X,CPU,2017-06-29,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,,,
2068,Intel Xeon E3-1240 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3400.0,Intel,Intel,,,
2069,Intel Core 2 Duo E7400,CPU,2008-10-10,45.0,65.0,82.0,228.0,2800.0,Intel,Intel,,,
2070,Intel Celeron 3755U,CPU,2015-03-01,14.0,15.0,,,1700.0,Intel,Intel,,,
2071,AMD Athlon 64 3700+,CPU,2004-05-04,90.0,89.0,115.0,105.0,2200.0,Unknown,AMD,,,
2072,AMD Ryzen 5 3550H,CPU,2019-01-06,12.0,35.0,210.0,4940.0,2100.0,GF,AMD,,,
2073,AMD Athlon XP 2600+,CPU,2003-09-01,130.0,68.0,,63.0,2133.0,Unknown,AMD,,,
2074,Intel Core i3-8100,CPU,2017-10-05,14.0,62.0,,,2800.0,Intel,Intel,,,
2075,AMD Ryzen 7 2700E,CPU,2018-09-19,12.0,65.0,192.0,4800.0,2800.0,GF,AMD,,,
2076,Intel Core i3-550,CPU,2010-05-30,32.0,73.0,81.0,382.0,3200.0,Intel,Intel,,,
2077,Intel Xeon E5504,CPU,2009-03-30,45.0,80.0,263.0,731.0,2000.0,Intel,Intel,,,
2078,Intel Core i7-8709G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,,
2079,AMD EPYC 7302P,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,,,
2080,Intel Core i5-3470,CPU,2012-06-01,22.0,77.0,8.0,,3200.0,Intel,Intel,,,
2081,AMD Athlon II X4 651K,CPU,2011-11-14,32.0,100.0,228.0,1178.0,3000.0,Unknown,AMD,,,
2082,Intel Core i3-7120,CPU,2017-07-17,14.0,51.0,,,4000.0,Intel,Intel,,,
2083,AMD A8-4555M,CPU,2012-09-27,32.0,19.0,246.0,1178.0,1600.0,Unknown,AMD,,,
2084,AMD Athlon XP 2700+,CPU,2002-10-01,130.0,68.0,80.0,37.0,2167.0,Unknown,AMD,,,
2085,Intel Pentium 4-M 2.40,CPU,2003-01-14,130.0,35.0,131.0,55.0,2400.0,Intel,Intel,,,
2086,AMD Athlon XP 2100+,CPU,2001-01-01,130.0,62.0,80.0,37.0,1733.0,Unknown,AMD,,,
2087,AMD Opteron 4310 EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,,,
2088,AMD Phenom II X4 955 (125W),CPU,2009-04-01,45.0,125.0,258.0,758.0,3200.0,Unknown,AMD,,,
2089,Intel Core i3-540,CPU,2010-01-07,32.0,73.0,81.0,382.0,3066.0,Intel,Intel,,,
2090,AMD Phenom X4 9850 (125W),CPU,2008-07-01,65.0,125.0,285.0,450.0,2500.0,Unknown,AMD,,,
2091,Intel Celeron 420,CPU,2007-06-03,65.0,35.0,77.0,105.0,1600.0,Intel,Intel,,,
2092,AMD Athlon 64 FX-55,CPU,2004-10-10,90.0,104.0,115.0,114.0,2600.0,Unknown,AMD,,,
2093,Intel Celeron N2806,CPU,2013-12-01,22.0,4.0,,,1580.0,Intel,Intel,,,
2094,AMD Opteron 246,CPU,2004-12-01,90.0,85.0,,106.0,2000.0,Unknown,AMD,,,
2095,AMD A6-3420M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,1500.0,Unknown,AMD,,,
2096,Intel Xeon Phi 7230,CPU,2016-06-20,14.0,215.0,,8000.0,1300.0,Intel,Intel,,,
2097,Intel Pentium G3440,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3300.0,Intel,Intel,,,
2098,Intel Core i3-2367M,CPU,2011-10-01,32.0,17.0,149.0,624.0,1400.0,Intel,Intel,,,
2099,Intel Xeon Gold 6336Y,CPU,2021-04-06,10.0,185.0,,,2400.0,Intel,Intel,,,
2100,Intel Xeon 5030,CPU,2006-05-23,65.0,95.0,,,2667.0,Intel,Intel,,,
2101,AMD Athlon 64 3400+,CPU,2005-04-14,130.0,83.0,,105.0,2200.0,Unknown,AMD,,,
2102,AMD Opteron 846,CPU,2003-09-09,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,,,
2103,Intel Celeron D 325,CPU,2004-06-24,90.0,73.0,109.0,125.0,2533.0,Intel,Intel,,,
2104,Intel Celeron 220,CPU,2007-10-21,65.0,19.0,77.0,105.0,1200.0,Intel,Intel,,,
2105,Intel Core 2 Quad Q9550,CPU,2008-03-25,45.0,95.0,107.0,820.0,2833.0,Intel,Intel,,,
2106,Intel Core i7-4600U,CPU,2013-09-01,22.0,15.0,118.0,1300.0,2100.0,Intel,Intel,,,
2107,AMD Ryzen Threadripper 3960X,CPU,2019-11-25,7.0,280.0,74.0,3800.0,3800.0,TSMC,AMD,,,
2108,Intel Core i7-6850K,CPU,2016-05-31,14.0,140.0,,,3600.0,Intel,Intel,,,
2109,AMD Athlon 64 X2 5000+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2600.0,Unknown,AMD,,,
2110,AMD FX-8300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,
2111,AMD Sempron LE-1100,CPU,2007-08-01,65.0,45.0,,,1900.0,Unknown,AMD,,,
2112,AMD Phenom X3 8250e,CPU,2008-09-08,65.0,65.0,285.0,450.0,1900.0,Unknown,AMD,,,
2113,Intel Xeon L5638,CPU,2010-03-16,32.0,60.0,239.0,1170.0,2000.0,Intel,Intel,,,
2114,AMD Sempron 3300+,CPU,2005-07-15,90.0,25.0,,69.0,2000.0,Unknown,AMD,,,
2115,Intel Core 2 Quad Q8200S,CPU,2009-01-18,45.0,65.0,82.0,456.0,2333.0,Intel,Intel,,,
2116,AMD EPYC 7352,CPU,2019-08-07,7.0,155.0,74.0,3800.0,2400.0,TSMC,AMD,,,
2117,Intel Atom N2800,CPU,2011-12-01,32.0,7.0,66.0,176.0,1867.0,Intel,Intel,,,
2118,Intel Pentium 4 1.7,CPU,2001-04-23,180.0,64.0,217.0,42.0,1700.0,Intel,Intel,,,
2119,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2000.0,Unknown,AMD,,,
2120,Intel Core i7-860,CPU,2009-09-08,45.0,95.0,296.0,774.0,2800.0,Intel,Intel,,,
2121,Intel Xeon Phi 7290,CPU,2016-06-20,14.0,245.0,,8000.0,1500.0,Intel,Intel,,,
2122,Intel Core i7-875K,CPU,2010-05-30,45.0,95.0,296.0,774.0,2933.0,Intel,Intel,,,
2123,AMD Ryzen 3 3300U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
2124,Intel Atom D2500,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel,,,
2125,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,,,
2126,Intel Core i3-2330E,CPU,2011-06-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,
2127,AMD Ryzen 5 4600H,CPU,2020-01-06,7.0,54.0,156.0,9800.0,3000.0,TSMC,AMD,,,
2128,AMD Ryzen 3 PRO 2300U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,
2129,AMD E-240,CPU,2011-01-04,40.0,18.0,75.0,,1500.0,Unknown,AMD,,,
2130,Intel Core i5-540M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2533.0,Intel,Intel,,,
2131,AMD Opteron 142,CPU,2003-09-09,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
2132,Intel Core i7-7700K,CPU,2017-01-03,14.0,91.0,,,4200.0,Intel,Intel,,,
2133,Intel Xeon E5606,CPU,2011-02-14,32.0,80.0,239.0,1170.0,2133.0,Intel,Intel,,,
2134,Intel Core i7-10710U,CPU,2019-08-21,14.0,25.0,,,1100.0,Intel,Intel,,,
2135,Intel Core i5-8500,CPU,2018-02-14,14.0,65.0,,,3000.0,Intel,Intel,,,
2136,AMD Athlon 64 3000+,CPU,2005-04-04,90.0,67.0,83.0,69.0,1800.0,Unknown,AMD,,,
2137,Intel Core i9-10900F,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel,,,
2138,Intel Core i5-3360M,CPU,2012-06-01,22.0,35.0,118.0,,2800.0,Intel,Intel,,,
2139,Intel Core Solo ULV U1300,CPU,2006-04-19,65.0,5.0,90.0,151.0,1066.0,Intel,Intel,,,
2140,AMD Sempron 3500+,CPU,2006-05-23,90.0,62.0,103.0,81.0,2000.0,Unknown,AMD,,,
2141,AMD Opteron 844,CPU,2003-09-09,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
2142,Intel Celeron 2961Y,CPU,2013-12-01,22.0,12.0,118.0,1400.0,1100.0,Intel,Intel,,,
2143,Intel Xeon W5590,CPU,2009-08-09,45.0,130.0,263.0,731.0,3333.0,Intel,Intel,,,
2144,AMD Sempron 3000+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,
2145,Intel Core i3-3217U,CPU,2012-06-01,22.0,17.0,118.0,,1800.0,Intel,Intel,,,
2146,AMD Ryzen 9 5980HS,CPU,2021-01-12,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,,
2147,AMD Opteron 140,CPU,2003-06-30,130.0,85.0,193.0,106.0,1400.0,Unknown,AMD,,,
2148,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,,,
2149,AMD FX-4300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,,,
2150,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,,106.0,2200.0,Unknown,AMD,,,
2151,AMD EPYC 7351,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2400.0,GF,AMD,,,
2152,Intel Celeron N2810,CPU,2013-09-11,22.0,7.0,,,2000.0,Intel,Intel,,,
2153,Intel Pentium Gold G6505,CPU,2021-03-16,14.0,65.0,,,4200.0,Intel,Intel,,,
2154,AMD Ryzen 7 2700X 50th Anniversary,CPU,2019-04-29,12.0,105.0,192.0,4800.0,3700.0,GF,AMD,,,
2155,Intel Xeon Gold 6342,CPU,2021-04-06,10.0,230.0,,,2800.0,Intel,Intel,,,
2156,Intel Pentium M 750,CPU,2005-01-19,90.0,27.0,84.0,140.0,1860.0,Intel,Intel,,,
2157,AMD Athlon II X2 210e,CPU,2010-09-21,45.0,45.0,117.0,410.0,2600.0,Unknown,AMD,,,
2158,Intel Pentium P6200,CPU,2010-09-26,32.0,35.0,81.0,384.0,2133.0,Intel,Intel,,,
2159,Intel Xeon E3-1230 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3300.0,Intel,Intel,,,
2160,Intel Core i7-4600M,CPU,2013-09-01,22.0,37.0,118.0,1300.0,2900.0,Intel,Intel,,,
2161,Intel Core i9-10980HK,CPU,2020-04-02,14.0,45.0,,,2400.0,Intel,Intel,,,
2162,Intel Atom Z3740,CPU,2013-09-27,22.0,2.0,,,1333.0,Intel,Intel,,,
2163,AMD Opteron A1170,CPU,2016-01-14,28.0,32.0,,,2000.0,Unknown,AMD,,,
2164,Intel Core 2 Duo T7400,CPU,2006-07-27,65.0,35.0,143.0,293.0,2166.0,Intel,Intel,,,
2165,Intel Core i7-8086K,CPU,2018-06-05,14.0,95.0,,,4000.0,Intel,Intel,,,
2166,AMD EPYC 7643,CPU,2021-03-15,7.0,225.0,,,2300.0,TSMC,AMD,,,
2167,AMD Phenom II X4 945 (125W),CPU,2009-04-23,45.0,125.0,258.0,758.0,3000.0,Unknown,AMD,,,
2168,AMD Ryzen 3 2200U,CPU,2018-01-08,14.0,15.0,246.0,,2500.0,GF,AMD,,,
2169,AMD Turion 64 ML-30,CPU,2005-03-10,90.0,35.0,125.0,114.0,1600.0,Unknown,AMD,,,
2170,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,,2600.0,Intel,Intel,,,
2171,Intel Core i7-4860EQ,CPU,2013-08-29,22.0,47.0,264.0,1400.0,1800.0,Intel,Intel,,,
2172,AMD Opteron X2 270,CPU,2005-05-31,90.0,95.0,,233.0,2000.0,Unknown,AMD,,,
2173,Intel Core i5-1030G7,CPU,2019-08-01,10.0,12.0,,,800.0,Intel,Intel,,,
2174,Intel Core i9-11900K,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,,,
2175,Intel Atom Z612,CPU,2010-05-04,45.0,1.0,65.0,140.0,900.0,Intel,Intel,,,
2176,AMD Opteron 4332 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,Unknown,AMD,,,
2177,AMD Opteron 854,CPU,2005-08-01,90.0,92.0,,106.0,2800.0,Unknown,AMD,,,
2178,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel,,,
2179,Intel Xeon 2.8,CPU,2004-06-28,90.0,135.0,135.0,155.0,2800.0,Intel,Intel,,,
2180,AMD EPYC 7262,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3100.0,TSMC,AMD,,,
2181,Intel Xeon Platinum 8376H,CPU,2021-04-06,14.0,205.0,,,2600.0,Intel,Intel,,,
2182,AMD Athlon XP 2600+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,1917.0,Unknown,AMD,,,
2183,Intel Core i7-10510U,CPU,2019-08-21,14.0,25.0,,,1800.0,Intel,Intel,,,
2184,Intel Core i3-7100T,CPU,2017-01-03,14.0,35.0,,,3400.0,Intel,Intel,,,
2185,Intel Core i7-9850H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,,,
2186,AMD Sempron 3000+,CPU,2005-07-15,90.0,62.0,,69.0,1800.0,Unknown,AMD,,,
2187,Intel Xeon Gold 6312U,CPU,2021-04-06,10.0,185.0,,,2400.0,Intel,Intel,,,
2188,AMD Ryzen 9 4900H,CPU,2020-03-16,7.0,54.0,156.0,9800.0,3300.0,TSMC,AMD,,,
2189,Intel Core 2 Duo E6550,CPU,2007-07-01,65.0,65.0,143.0,291.0,2333.0,Intel,Intel,,,
2190,AMD Opteron 246,CPU,2004-12-01,90.0,85.0,,106.0,2000.0,Unknown,AMD,,,
2191,AMD Athlon 64 X2 5000+ EE,CPU,2007-02-01,90.0,65.0,220.0,154.0,2600.0,Unknown,AMD,,,
